,student_id,date_purchased,purchase_type,purchase_id,total_purchases
679,263913,2022-09-17,Monthly,1,9
680,263913,2022-10-17,Monthly,1,9
681,263920,2022-02-21,Annual,1,1
682,263933,2022-02-17,Annual,1,1
683,263934,2022-03-21,Monthly,1,5
684,263934,2022-04-21,Monthly,1,5
685,263934,2022-05-21,Monthly,1,5
686,263934,2022-06-30,Monthly,1,5
687,263934,2022-07-21,Monthly,1,5
688,263941,2022-02-17,Annual,1,1
689,263942,2022-02-17,Monthly,1,1
690,264049,2022-02-24,Annual,1,1
691,264076,2022-02-18,Monthly,1,1
692,264081,2022-02-23,Monthly,1,2
693,264081,2022-03-22,Annual,1,2
694,264118,2022-02-22,Annual,1,1
695,264131,2022-02-24,Annual,1,2
696,264131,2022-03-31,Annual,1,2
697,264141,2022-02-18,Annual,1,1
698,264146,2022-02-25,Annual,1,1
699,264228,2022-07-20,Annual,1,1
700,264253,2022-02-19,Monthly,1,2
701,264253,2022-04-06,Monthly,1,2
702,264254,2022-02-19,Monthly,1,5
703,264254,2022-03-19,Monthly,1,5
704,264254,2022-04-19,Monthly,1,5
705,264254,2022-05-19,Monthly,1,5
706,264254,2022-06-19,Monthly,1,5
707,264259,2022-02-20,Monthly,1,3
708,264259,2022-03-20,Monthly,1,3
709,264259,2022-04-20,Monthly,1,3
710,264290,2022-02-20,Annual,1,1
711,264291,2022-02-26,Monthly,1,4
712,264291,2022-03-26,Monthly,1,4
713,264291,2022-04-26,Monthly,1,4
714,264291,2022-05-26,Monthly,1,4
715,264295,2022-04-21,Monthly,1,3
716,264295,2022-05-20,Quarterly,1,3
717,264295,2022-08-20,Quarterly,1,3
718,264323,2022-02-20,Annual,1,1
719,264361,2022-02-28,Monthly,1,1
720,264368,2022-03-29,Annual,1,1
721,264391,2022-02-21,Monthly,1,2
722,264391,2022-03-21,Monthly,1,2
723,264400,2022-02-25,Annual,1,1
724,264404,2022-02-23,Annual,1,1
725,264417,2022-02-21,Monthly,1,6
726,264417,2022-03-21,Monthly,1,6
727,264417,2022-04-21,Monthly,1,6
728,264417,2022-05-21,Monthly,1,6
729,264417,2022-06-21,Monthly,1,6
730,264417,2022-07-21,Monthly,1,6
731,264425,2022-02-28,Annual,1,1
732,264472,2022-02-23,Monthly,1,2
733,264472,2022-03-23,Monthly,1,2
734,264476,2022-02-21,Annual,1,1
735,264502,2022-02-26,Monthly,1,4
736,264502,2022-04-08,Monthly,1,4
737,264502,2022-04-28,Monthly,1,4
738,264502,2022-05-26,Monthly,1,4
739,264513,2022-02-21,Annual,1,1
740,264514,2022-02-23,Monthly,1,2
741,264514,2022-04-23,Monthly,1,2
742,264549,2022-02-24,Annual,1,1
743,264552,2022-03-14,Monthly,1,1
744,264563,2022-03-07,Monthly,1,2
745,264563,2022-04-07,Monthly,1,2
746,264572,2022-02-25,Annual,1,1
747,264623,2022-02-28,Annual,1,1
748,264637,2022-02-24,Annual,1,1
749,264677,2022-02-23,Annual,1,1
750,264679,2022-02-23,Annual,1,1
751,264687,2022-03-12,Annual,1,1
752,264694,2022-02-23,Monthly,1,1
753,264696,2022-02-23,Annual,1,1
754,264699,2022-02-27,Monthly,1,1
755,264732,2022-03-07,Monthly,1,3
756,264732,2022-04-07,Monthly,1,3
757,264732,2022-05-07,Monthly,1,3
758,264746,2022-02-23,Monthly,1,1
759,264761,2022-02-23,Monthly,1,2
760,264761,2022-03-24,Monthly,1,2
761,264826,2022-02-25,Annual,1,1
762,264856,2022-03-04,Quarterly,1,2
763,264856,2022-03-28,Annual,1,2
764,264888,2022-02-25,Monthly,1,3
765,264888,2022-03-25,Monthly,1,3
766,264888,2022-04-25,Monthly,1,3
767,264909,2022-02-28,Annual,1,1
768,264916,2022-02-24,Annual,1,1
769,265003,2022-04-12,Monthly,1,1
770,265005,2022-04-07,Annual,1,1
771,265023,2022-02-28,Annual,1,1
772,265025,2022-02-28,Annual,1,1
773,265044,2022-02-25,Annual,1,1
774,265077,2022-02-26,Annual,1,1
775,265093,2022-02-27,Annual,1,1
776,265101,2022-03-26,Annual,1,1
777,265106,2022-02-26,Annual,1,1
778,265110,2022-02-27,Monthly,1,8
779,265110,2022-03-27,Monthly,1,8
780,265110,2022-04-27,Monthly,1,8
781,265110,2022-05-27,Monthly,1,8
782,265110,2022-06-27,Monthly,1,8
783,265110,2022-07-27,Monthly,1,8
784,265110,2022-08-27,Monthly,1,8
785,265110,2022-09-27,Monthly,1,8
786,265121,2022-02-28,Annual,1,1
787,265130,2022-02-26,Monthly,1,8
788,265130,2022-03-26,Monthly,1,8
789,265130,2022-04-26,Monthly,1,8
790,265130,2022-05-26,Monthly,1,8
791,265130,2022-06-26,Monthly,1,8
792,265130,2022-07-26,Monthly,1,8
793,265130,2022-08-26,Monthly,1,8
794,265130,2022-09-26,Monthly,1,8
795,265165,2022-04-02,Annual,1,1
796,265176,2022-03-04,Monthly,1,8
797,265176,2022-04-04,Monthly,1,8
798,265176,2022-05-04,Monthly,1,8
799,265176,2022-06-04,Monthly,1,8
800,265176,2022-07-04,Monthly,1,8
801,265176,2022-08-04,Monthly,1,8
802,265176,2022-09-04,Monthly,1,8
803,265176,2022-10-04,Monthly,1,8
804,265182,2022-02-28,Monthly,1,2
805,265182,2022-03-28,Monthly,1,2
806,265196,2022-03-27,Monthly,1,2
807,265196,2022-04-27,Monthly,1,2
808,265201,2022-02-27,Annual,1,1
809,265210,2022-08-17,Monthly,1,2
810,265210,2022-09-21,Monthly,1,2
811,265218,2022-02-27,Annual,1,1
812,265241,2022-03-03,Monthly,1,2
813,265241,2022-05-17,Monthly,1,2
814,265250,2022-02-27,Monthly,1,4
815,265250,2022-03-27,Monthly,1,4
816,265250,2022-04-29,Monthly,1,4
817,265250,2022-05-27,Monthly,1,4
818,265262,2022-03-01,Monthly,1,1
819,265302,2022-03-01,Monthly,1,1
820,265310,2022-03-13,Annual,1,1
821,265317,2022-03-01,Monthly,1,3
822,265317,2022-04-01,Monthly,1,3
823,265317,2022-05-12,Monthly,1,3
824,265328,2022-03-01,Annual,1,1
825,265337,2022-02-28,Annual,1,1
826,265339,2022-02-28,Annual,1,1
827,265370,2022-07-31,Annual,1,1
828,265390,2022-02-28,Annual,1,1
829,265415,2022-02-28,Annual,1,1
830,265418,2022-02-28,Annual,1,1
831,265424,2022-02-28,Monthly,1,1
832,265449,2022-03-08,Annual,1,1
833,265462,2022-03-01,Annual,1,1
834,265483,2022-03-01,Monthly,1,1
835,265489,2022-03-06,Annual,1,1
836,265506,2022-03-01,Monthly,1,1
837,265519,2022-03-01,Monthly,1,8
838,265519,2022-04-01,Monthly,1,8
839,265519,2022-05-01,Monthly,1,8
840,265519,2022-06-01,Monthly,1,8
841,265519,2022-07-01,Monthly,1,8
842,265519,2022-08-01,Monthly,1,8
843,265519,2022-09-01,Monthly,1,8
844,265519,2022-10-01,Monthly,1,8
845,265572,2022-03-02,Annual,1,1
846,265578,2022-03-02,Monthly,1,2
847,265578,2022-05-06,Annual,1,2
848,265581,2022-03-02,Annual,1,1
849,265588,2022-03-08,Annual,1,1
850,265618,2022-03-02,Monthly,1,1
851,265628,2022-03-08,Annual,1,1
852,265653,2022-03-07,Annual,1,1
853,265680,2022-07-26,Annual,1,1
854,265685,2022-09-27,Annual,1,1
855,265686,2022-03-04,Annual,1,1
856,265714,2022-03-03,Annual,1,1
857,265779,2022-03-04,Monthly,1,1
858,265789,2022-03-06,Annual,1,1
859,265813,2022-03-04,Annual,1,1
860,265848,2022-04-14,Monthly,1,7
861,265848,2022-05-16,Monthly,1,7
862,265848,2022-06-14,Monthly,1,7
863,265848,2022-07-14,Monthly,1,7
864,265848,2022-08-14,Monthly,1,7
865,265848,2022-09-14,Monthly,1,7
866,265848,2022-10-14,Monthly,1,7
867,265878,2022-03-05,Monthly,1,8
868,265878,2022-04-05,Monthly,1,8
869,265878,2022-05-05,Monthly,1,8
870,265878,2022-06-05,Monthly,1,8
871,265878,2022-07-05,Monthly,1,8
872,265878,2022-08-05,Monthly,1,8
873,265878,2022-09-05,Monthly,1,8
874,265878,2022-10-05,Monthly,1,8
875,265879,2022-03-04,Annual,1,1
876,265902,2022-03-04,Monthly,1,2
877,265902,2022-04-04,Monthly,1,2
878,265906,2022-03-31,Monthly,1,7
879,265906,2022-04-30,Monthly,1,7
880,265906,2022-05-30,Monthly,1,7
881,265906,2022-07-09,Monthly,1,7
882,265906,2022-07-30,Monthly,1,7
883,265906,2022-08-30,Monthly,1,7
884,265906,2022-09-30,Monthly,1,7
885,265918,2022-03-04,Annual,1,1
886,265927,2022-03-29,Annual,1,1
887,265928,2022-03-05,Annual,1,1
888,265966,2022-03-05,Monthly,1,8
889,265966,2022-04-05,Monthly,1,8
890,265966,2022-05-05,Monthly,1,8
891,265966,2022-06-05,Monthly,1,8
892,265966,2022-07-05,Monthly,1,8
893,265966,2022-08-05,Monthly,1,8
894,265966,2022-09-05,Monthly,1,8
895,265966,2022-10-05,Monthly,1,8
896,265967,2022-03-07,Annual,1,1
897,265970,2022-03-05,Annual,1,1
898,266001,2022-03-06,Monthly,1,8
899,266001,2022-04-06,Monthly,1,8
900,266001,2022-05-06,Monthly,1,8
901,266001,2022-06-06,Monthly,1,8
902,266001,2022-07-06,Monthly,1,8
903,266001,2022-08-16,Monthly,1,8
904,266001,2022-09-09,Monthly,1,8
905,266001,2022-10-06,Monthly,1,8
906,266012,2022-03-25,Annual,1,1
907,266045,2022-03-06,Annual,1,1
908,266095,2022-03-14,Monthly,1,1
909,266099,2022-03-06,Annual,1,1
910,266106,2022-03-13,Annual,1,1
911,266108,2022-03-14,Annual,1,1
912,266112,2022-04-04,Monthly,1,1
913,266123,2022-03-06,Monthly,1,1
914,266136,2022-03-07,Annual,1,1
915,266187,2022-07-22,Annual,1,1
916,266249,2022-03-10,Annual,1,1
917,266308,2022-03-07,Annual,1,1
918,266316,2022-03-12,Annual,1,1
919,266325,2022-03-08,Monthly,1,4
920,266325,2022-04-08,Monthly,1,4
921,266325,2022-05-08,Monthly,1,4
922,266325,2022-06-08,Monthly,1,4
923,266332,2022-03-08,Annual,1,1
924,266366,2022-03-09,Monthly,1,7
925,266366,2022-04-09,Monthly,1,7
926,266366,2022-05-09,Monthly,1,7
927,266366,2022-06-27,Monthly,1,7
928,266366,2022-07-29,Monthly,1,7
929,266366,2022-08-28,Monthly,1,7
930,266366,2022-09-28,Monthly,1,7
931,266386,2022-03-08,Monthly,1,2
932,266386,2022-04-08,Monthly,1,2
933,266395,2022-05-03,Monthly,1,2
934,266395,2022-05-27,Annual,1,2
935,266402,2022-03-08,Monthly,1,8
936,266402,2022-04-08,Monthly,1,8
937,266402,2022-05-08,Monthly,1,8
938,266402,2022-06-08,Monthly,1,8
939,266402,2022-07-08,Monthly,1,8
940,266402,2022-08-08,Monthly,1,8
941,266402,2022-09-08,Monthly,1,8
942,266402,2022-10-08,Monthly,1,8
943,266410,2022-03-09,Annual,1,1
944,266455,2022-03-09,Monthly,1,8
945,266455,2022-04-09,Monthly,1,8
946,266455,2022-05-09,Monthly,1,8
947,266455,2022-06-09,Monthly,1,8
948,266455,2022-07-09,Monthly,1,8
949,266455,2022-08-09,Monthly,1,8
950,266455,2022-09-09,Monthly,1,8
951,266455,2022-10-09,Monthly,1,8
952,266456,2022-07-26,Annual,1,1
953,266462,2022-03-10,Monthly,1,5
954,266462,2022-04-10,Monthly,1,5
955,266462,2022-05-10,Monthly,1,5
956,266462,2022-06-10,Monthly,1,5
957,266462,2022-07-10,Monthly,1,5
958,266477,2022-03-31,Annual,1,1
959,266485,2022-03-11,Annual,1,1
960,266489,2022-03-10,Annual,1,1
961,266492,2022-03-09,Annual,1,1
962,266496,2022-03-14,Annual,1,1
963,266512,2022-03-13,Annual,1,1
964,266529,2022-03-09,Annual,1,1
965,266544,2022-03-10,Annual,1,1
966,266548,2022-03-10,Monthly,1,2
967,266548,2022-04-10,Monthly,1,2
968,266549,2022-03-10,Monthly,1,1
969,266584,2022-03-15,Annual,1,1
970,266603,2022-03-10,Annual,1,1
971,266614,2022-03-11,Annual,1,1
972,266615,2022-03-10,Monthly,1,2
973,266615,2022-04-10,Monthly,1,2
974,266616,2022-03-13,Monthly,1,8
975,266616,2022-04-13,Monthly,1,8
976,266616,2022-05-13,Monthly,1,8
977,266616,2022-06-13,Monthly,1,8
978,266616,2022-07-13,Monthly,1,8
979,266616,2022-08-13,Monthly,1,8
980,266616,2022-09-13,Monthly,1,8
981,266616,2022-10-13,Monthly,1,8
982,266680,2022-03-12,Monthly,1,1
983,266693,2022-03-10,Annual,1,1
984,266725,2022-03-17,Monthly,1,3
985,266725,2022-04-17,Monthly,1,3
986,266725,2022-05-17,Monthly,1,3
987,266731,2022-04-08,Annual,1,1
988,266743,2022-09-23,Annual,1,1
989,266754,2022-03-14,Annual,1,1
990,266758,2022-03-12,Annual,1,1
991,266766,2022-03-11,Annual,1,1
992,266788,2022-03-11,Monthly,1,4
993,266788,2022-04-11,Monthly,1,4
994,266788,2022-05-11,Monthly,1,4
995,266788,2022-06-11,Monthly,1,4
996,266810,2022-03-11,Annual,1,1
997,266811,2022-04-26,Monthly,1,3
998,266811,2022-05-26,Monthly,1,3
999,266811,2022-06-26,Monthly,1,3
1000,266814,2022-07-13,Monthly,1,1
1001,266875,2022-03-11,Annual,1,1
1002,266894,2022-03-11,Monthly,1,8
1003,266894,2022-04-12,Monthly,1,8
1004,266894,2022-05-12,Monthly,1,8
1005,266894,2022-06-12,Monthly,1,8
1006,266894,2022-07-12,Monthly,1,8
1007,266894,2022-08-12,Monthly,1,8
1008,266894,2022-09-12,Monthly,1,8
1009,266894,2022-10-12,Monthly,1,8
1010,266962,2022-03-12,Monthly,1,1
1011,266975,2022-03-12,Monthly,1,1
1012,267010,2022-03-12,Annual,1,1
1013,267011,2022-03-12,Annual,1,1
1014,267026,2022-03-18,Annual,1,1
1015,267048,2022-03-16,Annual,1,1
1016,267064,2022-03-17,Annual,1,1
1017,267090,2022-06-01,Annual,1,1
1018,267106,2022-03-17,Annual,1,1
1019,267114,2022-03-13,Monthly,1,2
1020,267114,2022-03-21,Annual,1,2
1021,267168,2022-03-21,Annual,1,1
1022,267174,2022-03-14,Annual,1,1
1023,267195,2022-03-25,Monthly,1,7
1024,267195,2022-04-25,Monthly,1,7
1025,267195,2022-05-25,Monthly,1,7
1026,267195,2022-06-25,Monthly,1,7
1027,267195,2022-07-25,Monthly,1,7
1028,267195,2022-08-25,Monthly,1,7
1029,267195,2022-09-25,Monthly,1,7
1030,267203,2022-03-14,Annual,1,1
1031,267235,2022-05-30,Annual,1,1
1032,267254,2022-03-14,Monthly,1,2
1033,267254,2022-04-14,Monthly,1,2
1034,267286,2022-03-20,Annual,1,1
1035,267358,2022-03-15,Monthly,1,2
1036,267358,2022-04-15,Monthly,1,2
1037,267391,2022-03-24,Annual,1,1
1038,267413,2022-03-15,Monthly,1,2
1039,267413,2022-04-15,Monthly,1,2
1040,267418,2022-03-15,Monthly,1,1
1041,267432,2022-03-15,Monthly,1,1
1042,267443,2022-03-19,Monthly,1,1
1043,267487,2022-03-16,Monthly,1,1
1044,267488,2022-05-29,Annual,1,1
1045,267496,2022-03-16,Annual,1,1
1046,267498,2022-03-24,Monthly,1,7
1047,267498,2022-04-24,Monthly,1,7
1048,267498,2022-05-24,Monthly,1,7
1049,267498,2022-06-24,Monthly,1,7
1050,267498,2022-07-24,Monthly,1,7
1051,267498,2022-08-24,Monthly,1,7
1052,267498,2022-09-24,Monthly,1,7
1053,267515,2022-03-18,Annual,1,1
1054,267546,2022-03-16,Monthly,1,7
1055,267546,2022-04-16,Monthly,1,7
1056,267546,2022-05-16,Monthly,1,7
1057,267546,2022-06-16,Monthly,1,7
1058,267546,2022-07-16,Monthly,1,7
1059,267546,2022-08-16,Monthly,1,7
1060,267546,2022-09-16,Monthly,1,7
1061,267558,2022-03-17,Annual,1,1
1062,267613,2022-03-16,Annual,1,1
1063,267643,2022-03-23,Annual,1,1
1064,267662,2022-03-17,Monthly,1,1
1065,267721,2022-03-18,Monthly,1,5
1066,267721,2022-04-18,Monthly,1,5
1067,267721,2022-05-18,Monthly,1,5
1068,267721,2022-06-18,Monthly,1,5
1069,267721,2022-07-18,Monthly,1,5
1070,267765,2022-03-18,Annual,1,1
1071,267778,2022-03-18,Monthly,1,1
1072,267812,2022-03-19,Monthly,1,2
1073,267812,2022-03-29,Annual,1,2
1074,267813,2022-03-26,Annual,1,1
1075,267824,2022-05-22,Annual,1,1
1076,267843,2022-03-18,Monthly,1,4
1077,267843,2022-04-18,Monthly,1,4
1078,267843,2022-05-18,Monthly,1,4
1079,267843,2022-06-18,Monthly,1,4
1080,267854,2022-03-18,Annual,1,1
1081,267878,2022-06-01,Annual,1,1
1082,267885,2022-04-05,Monthly,1,2
1083,267885,2022-05-05,Monthly,1,2
1084,267898,2022-03-25,Annual,1,1
1085,267916,2022-03-19,Annual,1,1
1086,267919,2022-03-19,Annual,1,1
1087,267930,2022-03-19,Monthly,1,7
1088,267930,2022-04-19,Monthly,1,7
1089,267930,2022-05-19,Monthly,1,7
1090,267930,2022-06-19,Monthly,1,7
1091,267930,2022-07-19,Monthly,1,7
1092,267930,2022-08-19,Monthly,1,7
1093,267930,2022-09-19,Monthly,1,7
1094,267936,2022-03-30,Annual,1,1
1095,267949,2022-03-20,Annual,1,1
1096,267959,2022-03-30,Annual,1,1
1097,268011,2022-03-20,Annual,1,1
1098,268045,2022-03-20,Monthly,1,8
1099,268045,2022-04-21,Monthly,1,8
1100,268045,2022-05-20,Monthly,1,8
1101,268045,2022-06-21,Monthly,1,8
1102,268045,2022-07-20,Monthly,1,8
1103,268045,2022-08-22,Monthly,1,8
1104,268045,2022-09-20,Monthly,1,8
1105,268045,2022-10-20,Monthly,1,8
1106,268053,2022-03-21,Annual,1,1
1107,268090,2022-07-28,Annual,1,1
1108,268104,2022-03-25,Annual,1,1
1109,268113,2022-03-24,Monthly,1,5
1110,268113,2022-06-22,Monthly,1,5
1111,268113,2022-07-22,Monthly,1,5
1112,268113,2022-08-22,Monthly,1,5
1113,268113,2022-09-22,Monthly,1,5
1114,268129,2022-03-25,Monthly,1,6
1115,268129,2022-04-25,Monthly,1,6
1116,268129,2022-05-25,Monthly,1,6
1117,268129,2022-06-25,Monthly,1,6
1118,268129,2022-07-25,Monthly,1,6
1119,268129,2022-08-25,Monthly,1,6
1120,268147,2022-03-26,Annual,1,1
1121,268152,2022-03-21,Annual,1,1
1122,268178,2022-05-31,Annual,1,1
1123,268224,2022-03-21,Annual,1,1
1124,268226,2022-03-21,Monthly,1,1
1125,268242,2022-04-17,Monthly,1,7
1126,268242,2022-05-17,Monthly,1,7
1127,268242,2022-06-17,Monthly,1,7
1128,268242,2022-07-17,Monthly,1,7
1129,268242,2022-08-17,Monthly,1,7
1130,268242,2022-09-17,Monthly,1,7
1131,268242,2022-09-20,Annual,1,7
1132,268257,2022-03-22,Annual,1,1
1133,268287,2022-03-30,Annual,1,1
1134,268293,2022-03-23,Annual,1,1
1135,268321,2022-03-26,Annual,1,1
1136,268331,2022-03-22,Annual,1,1
1137,268337,2022-03-22,Annual,1,1
1138,268344,2022-03-22,Annual,1,1
1139,268346,2022-03-22,Annual,1,1
1140,268348,2022-03-24,Annual,1,1
1141,268352,2022-03-22,Annual,1,1
1142,268357,2022-03-23,Annual,1,1
1143,268373,2022-03-23,Annual,1,1
1144,268374,2022-03-24,Annual,1,1
1145,268389,2022-03-23,Annual,1,1
1146,268390,2022-04-03,Monthly,1,1
1147,268408,2022-03-23,Annual,1,1
1148,268409,2022-03-26,Monthly,1,1
1149,268410,2022-03-23,Annual,1,1
1150,268412,2022-03-23,Monthly,1,2
1151,268412,2022-04-23,Monthly,1,2
1152,268420,2022-03-25,Annual,1,1
1153,268461,2022-03-24,Annual,1,1
1154,268465,2022-03-24,Annual,1,1
1155,268473,2022-03-24,Annual,1,1
1156,268480,2022-03-24,Annual,1,1
1157,268510,2022-03-24,Annual,1,1
1158,268511,2022-03-25,Annual,1,1
1159,268516,2022-03-30,Annual,1,1
1160,268527,2022-03-25,Annual,1,1
1161,268529,2022-04-06,Monthly,1,1
1162,268545,2022-03-27,Annual,1,1
1163,268553,2022-03-25,Annual,1,1
1164,268556,2022-04-03,Monthly,1,1
1165,268558,2022-03-25,Annual,1,1
1166,268572,2022-03-25,Annual,1,1
1167,268574,2022-03-25,Annual,1,1
1168,268584,2022-03-25,Annual,1,1
1169,268600,2022-03-26,Annual,1,1
1170,268618,2022-03-30,Annual,1,1
1171,268641,2022-03-26,Annual,1,1
1172,268643,2022-03-29,Annual,1,1
1173,268647,2022-03-28,Annual,1,1
1174,268706,2022-09-26,Annual,1,1
1175,268714,2022-03-27,Annual,1,1
1176,268715,2022-03-27,Annual,1,1
1177,268718,2022-03-29,Annual,1,1
1178,268732,2022-03-30,Annual,1,1
1179,268736,2022-03-28,Annual,1,1
1180,268742,2022-03-28,Annual,1,1
1181,268764,2022-03-28,Annual,1,1
1182,268768,2022-03-29,Annual,1,1
1183,268779,2022-03-28,Annual,1,1
1184,268792,2022-03-30,Annual,1,1
1185,268796,2022-03-28,Monthly,1,2
1186,268796,2022-04-28,Monthly,1,2
1187,268800,2022-03-29,Annual,1,1
1188,268805,2022-03-31,Annual,1,1
1189,268811,2022-04-04,Annual,1,1
1190,268817,2022-03-30,Annual,1,1
1191,268825,2022-03-31,Annual,1,1
1192,268827,2022-03-28,Annual,1,1
1193,268830,2022-03-28,Annual,1,1
1194,268857,2022-05-21,Monthly,1,5
1195,268857,2022-06-21,Monthly,1,5
1196,268857,2022-07-21,Monthly,1,5
1197,268857,2022-08-21,Monthly,1,5
1198,268857,2022-09-21,Monthly,1,5
1199,268863,2022-04-20,Quarterly,1,1
1200,268866,2022-03-29,Annual,1,1
1201,268876,2022-03-29,Annual,1,1
1202,268877,2022-03-29,Annual,1,1
1203,268883,2022-05-20,Annual,1,1
1204,268892,2022-03-30,Annual,1,1
1205,268897,2022-03-29,Annual,1,1
1206,268903,2022-03-29,Annual,1,1
1207,268908,2022-03-31,Annual,1,1
1208,268915,2022-03-29,Annual,1,1
1209,268922,2022-03-30,Annual,1,1
1210,268923,2022-03-29,Annual,1,1
1211,268926,2022-03-30,Annual,1,1
1212,268929,2022-03-31,Annual,1,1
1213,268935,2022-03-30,Annual,1,1
1214,268940,2022-03-30,Annual,1,1
1215,268962,2022-03-30,Annual,1,1
1216,268978,2022-03-30,Annual,1,1
1217,268985,2022-04-01,Annual,1,1
1218,268989,2022-03-30,Annual,1,1
1219,268990,2022-03-30,Annual,1,1
1220,269000,2022-03-30,Annual,1,1
1221,269010,2022-03-30,Annual,1,1
1222,269012,2022-03-30,Annual,1,1
1223,269013,2022-04-04,Annual,1,1
1224,269016,2022-03-30,Annual,1,1
1225,269020,2022-03-30,Annual,1,1
1226,269024,2022-03-30,Annual,1,1
1227,269027,2022-03-30,Annual,1,1
1228,269030,2022-03-30,Annual,1,1
1229,269036,2022-03-31,Annual,1,1
1230,269038,2022-03-30,Annual,1,1
1231,269040,2022-03-30,Annual,1,1
1232,269046,2022-03-30,Annual,1,1
1233,269047,2022-03-30,Monthly,1,1
1234,269050,2022-03-30,Annual,1,1
1235,269053,2022-03-31,Annual,1,1
1236,269054,2022-03-31,Annual,1,1
1237,269056,2022-03-31,Annual,1,1
1238,269064,2022-05-12,Annual,1,1
1239,269066,2022-03-31,Annual,1,1
1240,269068,2022-03-31,Annual,1,1
1241,269070,2022-03-31,Annual,1,1
1242,269110,2022-09-28,Annual,1,1
1243,269120,2022-03-31,Annual,1,1
1244,269130,2022-04-16,Monthly,1,4
1245,269130,2022-05-16,Monthly,1,4
1246,269130,2022-06-16,Monthly,1,4
1247,269130,2022-09-01,Annual,1,4
1248,269174,2022-04-01,Annual,1,1
1249,269188,2022-04-01,Monthly,1,2
1250,269188,2022-05-01,Monthly,1,2
1251,269204,2022-04-01,Annual,1,1
1252,269220,2022-04-03,Monthly,1,2
1253,269220,2022-05-03,Monthly,1,2
1254,269289,2022-04-08,Annual,1,1
1255,269314,2022-04-02,Annual,1,1
1256,269321,2022-07-26,Annual,1,1
1257,269457,2022-04-09,Annual,1,1
1258,269470,2022-04-06,Annual,1,1
1259,269485,2022-04-03,Annual,1,1
1260,269492,2022-04-03,Annual,1,1
1261,269501,2022-04-10,Annual,1,1
1262,269518,2022-04-05,Annual,1,1
1263,269519,2022-04-10,Annual,1,1
1264,269534,2022-08-30,Annual,1,1
1265,269535,2022-04-07,Monthly,1,2
1266,269535,2022-05-13,Monthly,1,2
1267,269540,2022-04-04,Annual,1,1
1268,269541,2022-05-20,Annual,1,1
1269,269549,2022-04-04,Annual,1,1
1270,269570,2022-04-04,Monthly,1,7
1271,269570,2022-05-04,Monthly,1,7
1272,269570,2022-06-04,Monthly,1,7
1273,269570,2022-07-04,Monthly,1,7
1274,269570,2022-08-04,Monthly,1,7
1275,269570,2022-09-04,Monthly,1,7
1276,269570,2022-10-04,Monthly,1,7
1277,269594,2022-04-04,Annual,1,1
1278,269633,2022-04-04,Monthly,1,2
1279,269633,2022-05-10,Monthly,1,2
1280,269646,2022-04-07,Monthly,1,3
1281,269646,2022-05-07,Monthly,1,3
1282,269646,2022-06-07,Monthly,1,3
1283,269653,2022-04-07,Monthly,1,3
1284,269653,2022-05-07,Monthly,1,3
1285,269653,2022-06-07,Monthly,1,3
1286,269662,2022-04-06,Annual,1,1
1287,269670,2022-04-05,Annual,1,1
1288,269671,2022-04-09,Annual,1,1
1289,269741,2022-04-07,Annual,1,1
1290,269744,2022-04-05,Monthly,1,3
1291,269744,2022-05-05,Monthly,1,3
1292,269744,2022-06-05,Monthly,1,3
1293,269748,2022-07-23,Annual,1,1
1294,269754,2022-04-11,Annual,1,1
1295,269771,2022-04-06,Monthly,1,7
1296,269771,2022-05-06,Monthly,1,7
1297,269771,2022-06-06,Monthly,1,7
1298,269771,2022-07-06,Monthly,1,7
1299,269771,2022-08-06,Monthly,1,7
1300,269771,2022-09-06,Monthly,1,7
1301,269771,2022-10-06,Monthly,1,7
1302,269796,2022-04-06,Quarterly,1,1
1303,269843,2022-04-06,Monthly,1,2
1304,269843,2022-05-09,Monthly,1,2
1305,269862,2022-04-06,Annual,1,1
1306,269864,2022-04-13,Annual,1,1
1307,269872,2022-04-29,Monthly,1,1
1308,269894,2022-04-07,Monthly,1,6
1309,269894,2022-05-07,Monthly,1,6
1310,269894,2022-06-07,Monthly,1,6
1311,269894,2022-07-07,Monthly,1,6
1312,269894,2022-08-07,Monthly,1,6
1313,269894,2022-09-07,Monthly,1,6
1314,269896,2022-04-07,Annual,1,1
1315,269898,2022-04-14,Annual,1,1
1316,269908,2022-04-07,Monthly,1,7
1317,269908,2022-05-07,Monthly,1,7
1318,269908,2022-06-07,Monthly,1,7
1319,269908,2022-07-07,Monthly,1,7
1320,269908,2022-08-07,Monthly,1,7
1321,269908,2022-09-07,Monthly,1,7
1322,269908,2022-10-07,Monthly,1,7
1323,269909,2022-04-07,Monthly,1,1
1324,269924,2022-04-07,Annual,1,1
1325,269934,2022-04-07,Annual,1,1
1326,269937,2022-05-31,Annual,1,1
1327,269959,2022-05-26,Annual,1,1
1328,269975,2022-04-14,Annual,1,1
1329,269976,2022-04-08,Monthly,1,3
1330,269976,2022-05-08,Monthly,1,3
1331,269976,2022-06-08,Monthly,1,3
1332,269978,2022-04-07,Annual,1,1
1333,269981,2022-04-07,Monthly,1,5
1334,269981,2022-05-07,Monthly,1,5
1335,269981,2022-06-07,Monthly,1,5
1336,269981,2022-07-07,Monthly,1,5
1337,269981,2022-08-07,Monthly,1,5
1338,269984,2022-04-20,Monthly,1,5
1339,269984,2022-05-20,Monthly,1,5
1340,269984,2022-06-20,Monthly,1,5
