,student_id,course_id,student_country,date_registered,tot_exams_attempts,avg_exam_result,avg_exam_completion_time,quizz_quesitons_answered,questions_posted,engagement_quizzes,engagement_exams,engagement_lessons,tot_purchases
2923,264404,73.0,VN,2022-02-21,13.0,64.61538461538461,20.432307692307692,116.0,,32.0,8.0,73.0,1.0
2924,264406,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2925,264411,1.0,NL,2022-02-21,,,,,,0.0,0.0,1.0,
2926,264413,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2927,264415,1.0,EG,2022-02-21,,,,,,0.0,0.0,1.0,
2928,264416,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2929,264417,2.0,AT,2022-02-21,,,,,,0.0,0.0,2.0,6.0
2930,264418,1.0,NG,2022-02-21,1.0,67.0,10.0,,,0.0,1.0,1.0,
2931,264421,1.0,GB,2022-02-21,,,,,,0.0,0.0,1.0,
2932,264423,1.0,VE,2022-02-21,,,,,,0.0,0.0,1.0,
2933,264425,49.0,ZA,2022-02-21,9.0,81.44444444444444,9.16,88.0,,22.0,6.0,49.0,1.0
2934,264430,2.0,US,2022-02-21,,,,17.0,,2.0,0.0,2.0,
2935,264432,1.0,TR,2022-02-21,,,,,,0.0,0.0,1.0,
2936,264433,2.0,ID,2022-02-21,,,,,,0.0,0.0,2.0,
2937,264434,1.0,GB,2022-02-21,,,,,,0.0,0.0,1.0,
2938,264436,2.0,CO,2022-02-21,,,,5.0,,1.0,0.0,2.0,
2939,264437,1.0,BY,2022-02-21,,,,,,0.0,0.0,1.0,
2940,264439,4.0,IN,2022-02-21,,,,3.0,,1.0,0.0,4.0,
2941,264441,1.0,TH,2022-02-21,,,,,,0.0,0.0,1.0,
2942,264442,2.0,US,2022-02-21,1.0,67.0,4.02,26.0,,2.0,1.0,2.0,
2943,264444,1.0,FR,2022-02-21,,,,,,0.0,0.0,1.0,
2944,264451,1.0,BD,2022-02-21,,,,,,0.0,0.0,1.0,
2945,264452,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2946,264454,1.0,AR,2022-02-21,,,,,,0.0,0.0,1.0,
2947,264455,1.0,CA,2022-02-21,2.0,83.5,3.1,10.0,,1.0,1.0,1.0,
2948,264457,1.0,MA,2022-02-21,,,,,,0.0,0.0,1.0,
2949,264459,1.0,KH,2022-02-21,,,,,,0.0,0.0,1.0,
2950,264464,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2951,264467,2.0,PK,2022-02-21,5.0,56.6,4.682,,,0.0,1.0,2.0,
2952,264468,1.0,SE,2022-02-21,,,,,,0.0,0.0,1.0,
2953,264469,1.0,IN,2022-02-21,,,,,,0.0,0.0,1.0,
2954,264471,1.0,IL,2022-02-21,3.0,72.0,1.4100000000000001,10.0,,1.0,1.0,1.0,
2955,264472,20.0,GB,2022-02-21,7.0,57.0,7.605714285714286,66.0,1.0,8.0,3.0,20.0,2.0
2956,264474,2.0,KE,2022-02-21,,,,,,0.0,0.0,2.0,
2957,264475,1.0,NP,2022-02-21,,,,5.0,,1.0,0.0,1.0,
2958,264476,43.0,IN,2022-02-21,20.0,65.95,10.6045,176.0,,12.0,8.0,43.0,1.0
2959,264478,1.0,TN,2022-02-21,,,,,,0.0,0.0,1.0,
2960,264480,1.0,NP,2022-02-21,,,,,,0.0,0.0,1.0,
2961,264481,1.0,DE,2022-02-21,,,,,,0.0,0.0,1.0,
2962,264489,2.0,IN,2022-02-21,,,,9.0,,1.0,0.0,2.0,
2963,264491,2.0,NG,2022-02-21,,,,,,0.0,0.0,2.0,
2964,264493,1.0,US,2022-02-21,,,,,,0.0,0.0,1.0,
2965,264497,1.0,DE,2022-02-21,,,,1.0,,1.0,0.0,1.0,
2966,264499,2.0,ET,2022-02-21,,,,,,0.0,0.0,2.0,
2967,264501,1.0,PT,2022-02-21,,,,,,0.0,0.0,1.0,
2968,264502,5.0,GB,2022-02-21,2.0,25.0,3.2249999999999996,22.0,,4.0,2.0,5.0,4.0
2969,264507,1.0,CA,2022-02-21,,,,,,0.0,0.0,1.0,
2970,264508,1.0,TR,2022-02-21,,,,,,0.0,0.0,1.0,
2971,264511,1.0,CA,2022-02-21,,,,,,0.0,0.0,1.0,
2972,264513,3.0,AE,2022-02-21,4.0,75.0,2.5275,5.0,,1.0,2.0,3.0,1.0
2973,264514,28.0,TZ,2022-02-21,32.0,78.53125,19.6578125,160.0,2.0,13.0,16.0,28.0,2.0
2974,264519,1.0,EG,2022-02-21,2.0,33.5,8.625,,,0.0,1.0,1.0,
2975,264522,4.0,TN,2022-02-21,,,,6.0,,1.0,0.0,4.0,
2976,264523,1.0,EG,2022-02-21,,,,1.0,,1.0,0.0,1.0,
2977,264526,1.0,IE,2022-02-21,,,,,,0.0,0.0,1.0,
2978,264531,2.0,MX,2022-02-22,,,,,,0.0,0.0,2.0,
2979,264533,3.0,NP,2022-02-22,3.0,83.33333333333333,2.3766666666666665,10.0,,3.0,1.0,3.0,
2980,264537,1.0,NG,2022-02-22,,,,,,0.0,0.0,1.0,
2981,264538,4.0,US,2022-02-22,,,,25.0,,3.0,0.0,4.0,
2982,264539,1.0,NG,2022-02-22,,,,,,0.0,0.0,1.0,
2983,264543,1.0,US,2022-02-22,,,,,,0.0,0.0,1.0,
2984,264544,1.0,CR,2022-02-22,,,,5.0,,1.0,0.0,1.0,
2985,264547,1.0,CA,2022-02-22,,,,,,0.0,0.0,1.0,
2986,264548,1.0,JM,2022-02-22,,,,,,0.0,0.0,1.0,
2987,264549,17.0,CO,2022-02-22,12.0,77.66666666666667,3.359166666666667,58.0,,8.0,2.0,17.0,1.0
2988,264552,5.0,CA,2022-02-22,,,,12.0,,3.0,0.0,5.0,1.0
2989,264556,3.0,US,2022-02-22,,,,5.0,,1.0,0.0,3.0,
2990,264557,1.0,NG,2022-02-22,,,,,,0.0,0.0,1.0,
2991,264559,1.0,IN,2022-02-22,,,,,,0.0,0.0,1.0,
2992,264563,11.0,CA,2022-02-22,,,,28.0,1.0,7.0,0.0,11.0,2.0
2993,264565,1.0,UZ,2022-02-22,,,,,,0.0,0.0,1.0,
2994,264568,1.0,PK,2022-02-22,,,,,,0.0,0.0,1.0,
2995,264572,19.0,AU,2022-02-22,14.0,75.35714285714286,15.334285714285715,86.0,,13.0,9.0,19.0,1.0
2996,264575,1.0,AU,2022-02-22,,,,,,0.0,0.0,1.0,
2997,264580,1.0,IN,2022-02-22,,,,,,0.0,0.0,1.0,
2998,264581,3.0,IN,2022-02-22,,,,10.0,,2.0,0.0,3.0,
2999,264588,1.0,US,2022-02-22,,,,,,0.0,0.0,1.0,
3000,264590,1.0,IN,2022-02-22,,,,,,0.0,0.0,1.0,
3001,264593,2.0,FR,2022-02-22,,,,1.0,,1.0,0.0,2.0,
3002,264594,8.0,IN,2022-02-22,2.0,41.5,12.25,,,0.0,2.0,8.0,
3003,264595,1.0,IN,2022-02-22,,,,,,0.0,0.0,1.0,
3004,264598,1.0,PK,2022-02-22,,,,,,0.0,0.0,1.0,
3005,264600,1.0,FR,2022-02-22,,,,21.0,,1.0,0.0,1.0,
3006,264602,1.0,PK,2022-02-22,,,,,,0.0,0.0,1.0,
3007,264603,1.0,IN,2022-02-22,,,,1.0,,1.0,0.0,1.0,
3008,264605,4.0,GB,2022-02-22,2.0,41.5,7.24,17.0,,3.0,2.0,4.0,
3009,264606,1.0,DE,2022-02-22,,,,1.0,,1.0,0.0,1.0,
3010,264608,2.0,GB,2022-02-22,,,,,,0.0,0.0,2.0,
3011,264612,1.0,EG,2022-02-22,,,,,,0.0,0.0,1.0,
3012,264613,1.0,EG,2022-02-22,,,,1.0,,1.0,0.0,1.0,
3013,264615,1.0,TR,2022-02-22,,,,,,0.0,0.0,1.0,
3014,264616,1.0,EG,2022-02-22,,,,4.0,,1.0,0.0,1.0,
3015,264618,1.0,ID,2022-02-22,,,,,,0.0,0.0,1.0,
3016,264621,2.0,AR,2022-02-22,,,,,,0.0,0.0,2.0,
3017,264623,30.0,BR,2022-02-22,37.0,79.13513513513513,16.92810810810811,93.0,,6.0,14.0,30.0,1.0
3018,264625,1.0,IN,2022-02-22,,,,,,0.0,0.0,1.0,
3019,264627,1.0,ID,2022-02-22,,,,2.0,,1.0,0.0,1.0,
3020,264628,2.0,TR,2022-02-22,,,,,,0.0,0.0,2.0,
3021,264629,4.0,NG,2022-02-22,,,,,,0.0,0.0,4.0,
3022,264630,1.0,GB,2022-02-22,,,,,,0.0,0.0,1.0,
3023,264631,1.0,IN,2022-02-22,,,,3.0,,1.0,0.0,1.0,
3024,264633,1.0,IN,2022-02-22,,,,11.0,,1.0,0.0,1.0,
3025,264634,1.0,CA,2022-02-22,,,,,,0.0,0.0,1.0,
3026,264637,21.0,GB,2022-02-22,5.0,73.2,13.056000000000001,52.0,1.0,12.0,5.0,21.0,1.0
3027,264639,1.0,US,2022-02-22,,,,,,0.0,0.0,1.0,
3028,264640,1.0,DE,2022-02-22,,,,,,0.0,0.0,1.0,
3029,264641,1.0,IN,2022-02-22,,,,7.0,,1.0,0.0,1.0,
3030,264642,1.0,EG,2022-02-22,2.0,83.5,2.0,10.0,,1.0,1.0,1.0,
3031,264645,1.0,GB,2022-02-22,,,,,,0.0,0.0,1.0,
3032,264648,1.0,DE,2022-02-22,,,,,,0.0,0.0,1.0,
3033,264649,1.0,US,2022-02-22,,,,,,0.0,0.0,1.0,
3034,264650,1.0,NZ,2022-02-22,,,,,,0.0,0.0,1.0,
3035,264651,1.0,DE,2022-02-22,,,,7.0,,1.0,0.0,1.0,
3036,264652,2.0,US,2022-02-22,,,,,,0.0,0.0,2.0,
3037,264653,3.0,IN,2022-02-22,,,,2.0,,1.0,0.0,3.0,
3038,264654,1.0,EG,2022-02-22,,,,,,0.0,0.0,1.0,
3039,264655,2.0,ES,2022-02-22,4.0,75.0,6.29,,,0.0,2.0,2.0,
3040,264656,1.0,MA,2022-02-22,,,,,,0.0,0.0,1.0,
3041,264662,1.0,ES,2022-02-22,,,,8.0,,1.0,0.0,1.0,
3042,264663,1.0,CA,2022-02-22,,,,7.0,,1.0,0.0,1.0,
3043,264664,1.0,MX,2022-02-22,,,,,,0.0,0.0,1.0,
3044,264667,8.0,PE,2022-02-22,2.0,91.5,4.475,10.0,,6.0,1.0,8.0,
3045,264671,1.0,CO,2022-02-22,,,,2.0,,1.0,0.0,1.0,
3046,264675,1.0,US,2022-02-23,2.0,66.5,2.565,10.0,,1.0,1.0,1.0,
3047,264676,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3048,264677,2.0,AU,2022-02-23,3.0,78.0,4.323333333333333,20.0,,2.0,1.0,2.0,1.0
3049,264678,1.0,BE,2022-02-23,,,,,,0.0,0.0,1.0,
3050,264679,3.0,CA,2022-02-23,,,,13.0,,2.0,0.0,3.0,1.0
3051,264682,1.0,CA,2022-02-23,,,,,,0.0,0.0,1.0,
3052,264684,37.0,PS,2022-02-23,24.0,69.83333333333333,3.72,94.0,,20.0,11.0,37.0,
3053,264685,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3054,264686,1.0,CO,2022-02-23,,,,1.0,,1.0,0.0,1.0,
3055,264687,13.0,US,2022-02-23,8.0,77.0,4.4275,24.0,,4.0,5.0,13.0,1.0
3056,264688,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3057,264689,3.0,IN,2022-02-23,,,,18.0,,2.0,0.0,3.0,
3058,264690,1.0,KZ,2022-02-23,,,,,,0.0,0.0,1.0,
3059,264693,4.0,IN,2022-02-23,,,,18.0,,4.0,0.0,4.0,
3060,264694,12.0,CA,2022-02-23,61.0,81.14754098360656,9.375409836065574,291.0,,11.0,11.0,12.0,1.0
3061,264695,5.0,OM,2022-02-23,,,,10.0,,2.0,0.0,5.0,
3062,264696,16.0,US,2022-02-23,10.0,74.9,10.155,46.0,,8.0,6.0,16.0,1.0
3063,264697,3.0,US,2022-02-23,,,,10.0,,2.0,0.0,3.0,
3064,264698,2.0,IN,2022-02-23,,,,9.0,,2.0,0.0,2.0,
3065,264699,15.0,IN,2022-02-23,3.0,75.0,11.673333333333332,13.0,,2.0,2.0,15.0,1.0
3066,264700,3.0,IN,2022-02-23,,,,2.0,,1.0,0.0,3.0,
3067,264701,1.0,ET,2022-02-23,,,,2.0,,1.0,0.0,1.0,
3068,264706,2.0,IN,2022-02-23,2.0,58.5,3.04,5.0,,1.0,1.0,2.0,
3069,264708,1.0,RU,2022-02-23,,,,,,0.0,0.0,1.0,
3070,264710,1.0,SE,2022-02-23,,,,,,0.0,0.0,1.0,
3071,264711,1.0,IN,2022-02-23,,,,2.0,,1.0,0.0,1.0,
3072,264714,2.0,FR,2022-02-23,,,,7.0,,1.0,0.0,2.0,
3073,264720,2.0,IN,2022-02-23,,,,2.0,,1.0,0.0,2.0,
3074,264722,2.0,MA,2022-02-23,,,,,,0.0,0.0,2.0,
3075,264723,4.0,TR,2022-02-23,,,,,,0.0,0.0,4.0,
3076,264727,3.0,US,2022-02-23,2.0,75.0,1.5350000000000001,,,0.0,1.0,3.0,
3077,264728,2.0,GB,2022-02-23,1.0,50.0,2.58,,,0.0,1.0,2.0,
3078,264729,2.0,IN,2022-02-23,,,,,,0.0,0.0,2.0,
3079,264730,1.0,GB,2022-02-23,,,,,,0.0,0.0,1.0,
3080,264731,2.0,DE,2022-02-23,,,,,,0.0,0.0,2.0,
3081,264732,15.0,AE,2022-02-23,6.0,77.66666666666667,6.4316666666666675,31.0,,6.0,5.0,15.0,3.0
3082,264733,1.0,IN,2022-02-23,,,,,,0.0,0.0,1.0,
3083,264734,1.0,JO,2022-02-23,,,,,,0.0,0.0,1.0,
3084,264736,1.0,GB,2022-02-23,,,,,,0.0,0.0,1.0,
3085,264738,2.0,IN,2022-02-23,,,,,,0.0,0.0,2.0,
3086,264739,1.0,KW,2022-02-23,,,,,,0.0,0.0,1.0,
3087,264741,1.0,RS,2022-02-23,,,,1.0,,1.0,0.0,1.0,
3088,264742,1.0,RU,2022-02-23,,,,2.0,,1.0,0.0,1.0,
3089,264743,1.0,ES,2022-02-23,,,,,,0.0,0.0,1.0,
3090,264744,7.0,IN,2022-02-23,,,,5.0,,2.0,0.0,7.0,
3091,264745,1.0,PT,2022-02-23,,,,,,0.0,0.0,1.0,
3092,264746,24.0,GH,2022-02-23,6.0,77.83333333333333,6.609999999999999,32.0,,6.0,5.0,24.0,1.0
3093,264750,3.0,AE,2022-02-23,,,,5.0,,2.0,0.0,3.0,
3094,264756,1.0,US,2022-02-23,,,,1.0,,1.0,0.0,1.0,
3095,264759,1.0,IQ,2022-02-23,,,,3.0,,1.0,0.0,1.0,
3096,264761,23.0,BR,2022-02-23,43.0,88.25581395348837,10.690697674418605,131.0,,13.0,13.0,23.0,2.0
3097,264762,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3098,264763,2.0,US,2022-02-23,,,,,,0.0,0.0,2.0,
3099,264766,3.0,MX,2022-02-23,1.0,83.0,9.87,,,0.0,1.0,3.0,
3100,264771,2.0,GB,2022-02-23,1.0,67.0,5.88,10.0,,2.0,1.0,2.0,
3101,264773,2.0,DE,2022-02-23,,,,8.0,,1.0,0.0,2.0,
3102,264776,1.0,US,2022-02-23,2.0,83.5,1.1099999999999999,10.0,,1.0,1.0,1.0,
3103,264782,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3104,264784,1.0,KW,2022-02-23,,,,,,0.0,0.0,1.0,
3105,264786,1.0,DE,2022-02-23,,,,,,0.0,0.0,1.0,
3106,264787,1.0,PT,2022-02-23,,,,,,0.0,0.0,1.0,
3107,264791,1.0,US,2022-02-23,,,,,,0.0,0.0,1.0,
3108,264795,2.0,DE,2022-02-23,,,,5.0,,2.0,0.0,2.0,
3109,264802,3.0,US,2022-02-23,,,,,,0.0,0.0,3.0,
3110,264807,3.0,SA,2022-02-24,,,,5.0,,1.0,0.0,3.0,
3111,264809,1.0,US,2022-02-24,,,,,,0.0,0.0,1.0,
3112,264810,4.0,US,2022-02-24,,,,8.0,,1.0,0.0,4.0,
3113,264811,1.0,AU,2022-02-24,,,,5.0,,1.0,0.0,1.0,
3114,264813,1.0,IN,2022-02-24,4.0,66.75,1.455,,,0.0,1.0,1.0,
3115,264814,1.0,IN,2022-02-24,,,,,,0.0,0.0,1.0,
3116,264821,1.0,TR,2022-02-24,,,,,,0.0,0.0,1.0,
3117,264822,1.0,IN,2022-02-24,,,,1.0,,1.0,0.0,1.0,
3118,264825,1.0,US,2022-02-24,,,,,,0.0,0.0,1.0,
3119,264826,38.0,CA,2022-02-24,37.0,74.54054054054055,6.247567567567567,41.0,,8.0,13.0,38.0,1.0
3120,264828,4.0,PK,2022-02-24,,,,6.0,,1.0,0.0,4.0,
3121,264829,1.0,IT,2022-02-24,,,,,,0.0,0.0,1.0,
3122,264831,9.0,NG,2022-02-24,4.0,66.75,2.8725,10.0,,3.0,1.0,9.0,
3123,264835,1.0,GB,2022-02-24,,,,,,0.0,0.0,1.0,
3124,264840,2.0,EG,2022-02-24,2.0,66.5,2.06,10.0,,2.0,1.0,2.0,
3125,264841,2.0,ET,2022-02-24,,,,10.0,,1.0,0.0,2.0,
3126,264843,5.0,VN,2022-02-24,4.0,91.5,2.785,10.0,1.0,1.0,2.0,5.0,
3127,264846,1.0,BA,2022-02-24,,,,,,0.0,0.0,1.0,
3128,264848,1.0,TR,2022-02-24,,,,,,0.0,0.0,1.0,
3129,264850,1.0,CN,2022-02-24,,,,,,0.0,0.0,1.0,
3130,264851,1.0,DZ,2022-02-24,,,,,,0.0,0.0,1.0,
3131,264856,9.0,IN,2022-02-24,4.0,75.0,9.405,21.0,,7.0,3.0,9.0,2.0
3132,264860,1.0,FR,2022-02-24,,,,,,0.0,0.0,1.0,
3133,264861,3.0,NG,2022-02-24,,,,10.0,,2.0,0.0,3.0,
3134,264862,1.0,BD,2022-02-24,,,,5.0,,1.0,0.0,1.0,
3135,264866,1.0,FR,2022-02-24,,,,,,0.0,0.0,1.0,
3136,264867,4.0,ID,2022-02-24,5.0,76.6,6.236,10.0,,1.0,2.0,4.0,
3137,264871,3.0,BR,2022-02-24,,,,,,0.0,0.0,3.0,
3138,264876,3.0,IN,2022-02-24,,,,8.0,,1.0,0.0,3.0,
3139,264880,1.0,PT,2022-02-24,,,,1.0,,1.0,0.0,1.0,
3140,264881,1.0,GB,2022-02-24,,,,,,0.0,0.0,1.0,
3141,264888,3.0,MX,2022-02-24,,,,,,0.0,0.0,3.0,3.0
3142,264890,2.0,CI,2022-02-24,2.0,83.5,5.49,10.0,,2.0,1.0,2.0,
3143,264891,1.0,US,2022-02-24,,,,,,0.0,0.0,1.0,
3144,264895,1.0,IN,2022-02-24,,,,,,0.0,0.0,1.0,
3145,264903,1.0,NG,2022-02-24,,,,,,0.0,0.0,1.0,
3146,264904,1.0,IN,2022-02-24,,,,,,0.0,0.0,1.0,
3147,264912,1.0,IN,2022-02-24,,,,,,0.0,0.0,1.0,
3148,264913,1.0,IN,2022-02-24,,,,,,0.0,0.0,1.0,
3149,264914,3.0,GB,2022-02-24,,,,,,0.0,0.0,3.0,
3150,264916,32.0,US,2022-02-24,77.0,79.20779220779221,13.773766233766233,253.0,,14.0,21.0,32.0,1.0
3151,264921,1.0,NG,2022-02-24,,,,2.0,,1.0,0.0,1.0,
3152,264922,2.0,US,2022-02-24,,,,,,0.0,0.0,2.0,
3153,264923,1.0,KE,2022-02-24,,,,,,0.0,0.0,1.0,
3154,264924,4.0,IN,2022-02-24,,,,4.0,,1.0,0.0,4.0,
3155,264926,1.0,US,2022-02-24,,,,,,0.0,0.0,1.0,
3156,264928,1.0,EG,2022-02-24,,,,,,0.0,0.0,1.0,
3157,264929,1.0,US,2022-02-24,,,,,,0.0,0.0,1.0,
3158,264930,1.0,EG,2022-02-24,,,,,,0.0,0.0,1.0,
3159,264931,5.0,EG,2022-02-24,,,,,,0.0,0.0,5.0,
3160,264932,1.0,PK,2022-02-24,,,,,,0.0,0.0,1.0,
3161,264934,4.0,CA,2022-02-24,4.0,70.75,1.8675000000000002,10.0,,3.0,1.0,4.0,
3162,264936,2.0,EG,2022-02-24,,,,,,0.0,0.0,2.0,
3163,264939,1.0,DE,2022-02-24,,,,2.0,,1.0,0.0,1.0,
3164,264942,1.0,EG,2022-02-24,,,,,,0.0,0.0,1.0,
3165,264945,1.0,CO,2022-02-24,,,,1.0,,1.0,0.0,1.0,
3166,264946,1.0,BD,2022-02-25,,,,,,0.0,0.0,1.0,
3167,264950,3.0,US,2022-02-25,,,,,,0.0,0.0,3.0,
3168,264951,2.0,EG,2022-02-25,,,,,,0.0,0.0,2.0,
3169,264952,2.0,IN,2022-02-25,,,,3.0,,1.0,0.0,2.0,
3170,264953,1.0,IN,2022-02-25,2.0,66.5,1.3599999999999999,10.0,,1.0,1.0,1.0,
3171,264954,21.0,US,2022-02-25,15.0,71.4,12.985333333333333,64.0,2.0,10.0,10.0,21.0,
3172,264955,2.0,US,2022-02-25,1.0,100.0,3.38,10.0,,2.0,1.0,2.0,
3173,264956,1.0,US,2022-02-25,,,,,,0.0,0.0,1.0,
3174,264963,1.0,ID,2022-02-25,,,,,,0.0,0.0,1.0,
3175,264970,1.0,BD,2022-02-25,,,,,,0.0,0.0,1.0,
3176,264972,1.0,US,2022-02-25,,,,,,0.0,0.0,1.0,
3177,264973,1.0,EG,2022-02-25,,,,,,0.0,0.0,1.0,
3178,264974,3.0,NG,2022-02-25,,,,1.0,,1.0,0.0,3.0,
3179,264975,1.0,TR,2022-02-25,,,,,,0.0,0.0,1.0,
3180,264977,1.0,PH,2022-02-25,,,,,,0.0,0.0,1.0,
3181,264978,1.0,IN,2022-02-25,,,,,,0.0,0.0,1.0,
3182,264979,1.0,NG,2022-02-25,,,,,,0.0,0.0,1.0,
3183,264980,1.0,TR,2022-02-25,,,,2.0,,1.0,0.0,1.0,
3184,264981,3.0,MR,2022-02-25,,,,10.0,,3.0,0.0,3.0,
3185,264982,1.0,PH,2022-02-25,,,,,,0.0,0.0,1.0,
3186,264984,1.0,IN,2022-02-25,,,,2.0,,1.0,0.0,1.0,
3187,264985,2.0,EG,2022-02-25,,,,6.0,,1.0,0.0,2.0,
3188,264986,1.0,SA,2022-02-25,,,,,,0.0,0.0,1.0,
3189,264994,1.0,DE,2022-02-25,,,,,,0.0,0.0,1.0,
3190,264996,1.0,IN,2022-02-25,,,,,,0.0,0.0,1.0,
3191,264997,1.0,US,2022-02-25,,,,,,0.0,0.0,1.0,
3192,264998,1.0,GB,2022-02-25,,,,,,0.0,0.0,1.0,
3193,265000,2.0,BR,2022-02-25,,,,,,0.0,0.0,2.0,
3194,265001,1.0,PK,2022-02-25,,,,,,0.0,0.0,1.0,
3195,265003,18.0,IN,2022-02-25,17.0,79.05882352941177,8.112941176470589,9.0,,3.0,6.0,18.0,1.0
3196,265004,1.0,US,2022-02-25,,,,,,0.0,0.0,1.0,
3197,265005,12.0,US,2022-02-25,7.0,68.14285714285714,13.937142857142858,47.0,,6.0,5.0,12.0,1.0
3198,265013,1.0,KR,2022-02-25,,,,,,0.0,0.0,1.0,
3199,265015,4.0,VN,2022-02-25,,,,5.0,,1.0,0.0,4.0,
3200,265020,1.0,PE,2022-02-25,,,,,,0.0,0.0,1.0,
3201,265021,1.0,IN,2022-02-25,,,,,,0.0,0.0,1.0,
3202,265022,2.0,GB,2022-02-25,,,,,,0.0,0.0,2.0,
3203,265023,7.0,US,2022-02-25,6.0,52.833333333333336,11.524999999999999,23.0,,2.0,5.0,7.0,1.0
3204,265024,1.0,US,2022-02-25,,,,2.0,,1.0,0.0,1.0,
3205,265025,9.0,IN,2022-02-25,1.0,100.0,3.13,33.0,,6.0,1.0,9.0,1.0
3206,265027,4.0,US,2022-02-25,1.0,83.0,8.93,,,0.0,1.0,4.0,
3207,265028,3.0,US,2022-02-25,,,,,,0.0,0.0,3.0,
3208,265030,1.0,TR,2022-02-25,,,,1.0,,1.0,0.0,1.0,
3209,265031,2.0,TR,2022-02-25,,,,,,0.0,0.0,2.0,
3210,265032,1.0,LB,2022-02-25,1.0,67.0,3.35,2.0,,1.0,1.0,1.0,
3211,265036,1.0,NO,2022-02-25,,,,,,0.0,0.0,1.0,
3212,265037,3.0,GH,2022-02-25,,,,4.0,,1.0,0.0,3.0,
3213,265038,2.0,CZ,2022-02-25,,,,,,0.0,0.0,2.0,
3214,265044,15.0,US,2022-02-25,3.0,83.33333333333333,3.026666666666667,33.0,,8.0,2.0,15.0,1.0
3215,265045,1.0,US,2022-02-25,,,,,,0.0,0.0,1.0,
3216,265047,1.0,EG,2022-02-25,,,,,,0.0,0.0,1.0,
3217,265048,8.0,NG,2022-02-25,,,,7.0,,2.0,0.0,8.0,
3218,265049,1.0,NO,2022-02-25,,,,2.0,,1.0,0.0,1.0,
3219,265053,1.0,CA,2022-02-25,,,,,,0.0,0.0,1.0,
3220,265056,8.0,IN,2022-02-26,6.0,51.333333333333336,5.048333333333333,6.0,,3.0,2.0,8.0,
3221,265057,1.0,NZ,2022-02-26,,,,,,0.0,0.0,1.0,
3222,265058,1.0,JP,2022-02-26,,,,1.0,,1.0,0.0,1.0,
3223,265061,2.0,IN,2022-02-26,,,,1.0,,1.0,0.0,2.0,
3224,265062,1.0,CA,2022-02-26,,,,,,0.0,0.0,1.0,
3225,265063,1.0,US,2022-02-26,,,,,,0.0,0.0,1.0,
3226,265064,1.0,EG,2022-02-26,,,,,,0.0,0.0,1.0,
3227,265065,6.0,US,2022-02-26,2.0,66.5,7.55,10.0,,2.0,2.0,6.0,
3228,265067,2.0,MX,2022-02-26,,,,4.0,,1.0,0.0,2.0,
3229,265068,1.0,US,2022-02-26,,,,8.0,,1.0,0.0,1.0,
3230,265069,1.0,BD,2022-02-26,,,,,,0.0,0.0,1.0,
3231,265075,1.0,BR,2022-02-26,,,,,,0.0,0.0,1.0,
3232,265076,1.0,KH,2022-02-26,,,,,,0.0,0.0,1.0,
3233,265077,10.0,US,2022-02-26,,,,28.0,,5.0,0.0,10.0,1.0
3234,265078,1.0,IN,2022-02-26,,,,,,0.0,0.0,1.0,
3235,265082,4.0,BD,2022-02-26,3.0,83.33333333333333,4.056666666666667,,,0.0,1.0,4.0,
3236,265084,1.0,IN,2022-02-26,,,,,,0.0,0.0,1.0,
3237,265085,1.0,IN,2022-02-26,,,,1.0,,1.0,0.0,1.0,
3238,265086,1.0,IN,2022-02-26,,,,,,0.0,0.0,1.0,
3239,265087,1.0,US,2022-02-26,,,,,,0.0,0.0,1.0,
3240,265088,1.0,US,2022-02-26,,,,2.0,,1.0,0.0,1.0,
3241,265089,1.0,NG,2022-02-26,,,,3.0,,1.0,0.0,1.0,
3242,265090,4.0,IN,2022-02-26,5.0,83.2,1.042,10.0,,3.0,2.0,4.0,
3243,265092,88.0,SA,2022-02-26,89.0,66.40449438202248,12.432247191011236,152.0,,29.0,28.0,88.0,
3244,265093,30.0,NG,2022-02-26,18.0,70.94444444444444,5.257777777777778,31.0,1.0,6.0,6.0,30.0,1.0
3245,265095,3.0,EG,2022-02-26,,,,11.0,,3.0,0.0,3.0,
3246,265096,1.0,PK,2022-02-26,,,,,,0.0,0.0,1.0,
3247,265097,1.0,IN,2022-02-26,,,,2.0,,1.0,0.0,1.0,
3248,265098,1.0,NG,2022-02-26,,,,,,0.0,0.0,1.0,
3249,265099,1.0,ZA,2022-02-26,,,,,,0.0,0.0,1.0,
3250,265101,76.0,IN,2022-02-26,27.0,73.25925925925925,10.057037037037038,89.0,3.0,24.0,13.0,76.0,1.0
3251,265102,1.0,PK,2022-02-26,,,,10.0,,1.0,0.0,1.0,
3252,265103,1.0,NZ,2022-02-26,,,,,,0.0,0.0,1.0,
