,date,N° of Registrations,Country_Name,Country_ISO_A3
1783,2022-09-22,4.0,Canada,CAN
1784,2022-09-23,2.0,Canada,CAN
1785,2022-09-24,2.0,Canada,CAN
1786,2022-09-25,1.0,Canada,CAN
1787,2022-09-26,3.0,Canada,CAN
1788,2022-09-27,1.0,Canada,CAN
1789,2022-09-28,4.0,Canada,CAN
1790,2022-09-29,4.0,Canada,CAN
1791,2022-09-30,8.0,Canada,CAN
1792,2022-10-01,9.0,Canada,CAN
1793,2022-10-02,6.0,Canada,CAN
1794,2022-10-03,5.0,Canada,CAN
1795,2022-10-04,6.0,Canada,CAN
1796,2022-10-05,4.0,Canada,CAN
1797,2022-10-06,4.0,Canada,CAN
1798,2022-10-07,10.0,Canada,CAN
1799,2022-10-08,6.0,Canada,CAN
1800,2022-10-09,5.0,Canada,CAN
1801,2022-10-10,6.0,Canada,CAN
1802,2022-10-11,7.0,Canada,CAN
1803,2022-10-12,6.0,Canada,CAN
1804,2022-10-13,8.0,Canada,CAN
1805,2022-10-14,5.0,Canada,CAN
1806,2022-10-15,10.0,Canada,CAN
1807,2022-10-16,4.0,Canada,CAN
1808,2022-10-17,5.0,Canada,CAN
1809,2022-10-18,3.0,Canada,CAN
1810,2022-10-19,8.0,Canada,CAN
1811,2022-10-20,4.0,Canada,CAN
1812,2022-03-17,1.0,Democratic Republic of the Congo,COD
1813,2022-04-17,1.0,Democratic Republic of the Congo,COD
1814,2022-04-24,1.0,Democratic Republic of the Congo,COD
1815,2022-05-21,1.0,Democratic Republic of the Congo,COD
1816,2022-05-30,1.0,Democratic Republic of the Congo,COD
1817,2022-06-17,1.0,Democratic Republic of the Congo,COD
1818,2022-08-02,1.0,Democratic Republic of the Congo,COD
1819,2022-08-16,1.0,Democratic Republic of the Congo,COD
1820,2022-10-12,1.0,Democratic Republic of the Congo,COD
1821,2022-07-04,1.0,Republic of Congo,COG
1822,2022-10-19,1.0,Republic of Congo,COG
1823,2022-01-12,1.0,Switzerland,CHE
1824,2022-01-16,1.0,Switzerland,CHE
1825,2022-01-19,1.0,Switzerland,CHE
1826,2022-01-20,1.0,Switzerland,CHE
1827,2022-01-21,1.0,Switzerland,CHE
1828,2022-01-22,1.0,Switzerland,CHE
1829,2022-01-23,1.0,Switzerland,CHE
1830,2022-01-24,1.0,Switzerland,CHE
1831,2022-01-29,1.0,Switzerland,CHE
1832,2022-02-06,1.0,Switzerland,CHE
1833,2022-02-16,1.0,Switzerland,CHE
1834,2022-02-21,1.0,Switzerland,CHE
1835,2022-02-26,1.0,Switzerland,CHE
1836,2022-02-27,1.0,Switzerland,CHE
1837,2022-02-28,1.0,Switzerland,CHE
1838,2022-03-02,1.0,Switzerland,CHE
1839,2022-03-03,1.0,Switzerland,CHE
1840,2022-03-08,1.0,Switzerland,CHE
1841,2022-03-09,1.0,Switzerland,CHE
1842,2022-03-11,2.0,Switzerland,CHE
1843,2022-03-13,1.0,Switzerland,CHE
1844,2022-03-15,1.0,Switzerland,CHE
1845,2022-03-17,1.0,Switzerland,CHE
1846,2022-03-25,1.0,Switzerland,CHE
1847,2022-03-28,2.0,Switzerland,CHE
1848,2022-03-30,1.0,Switzerland,CHE
1849,2022-03-31,1.0,Switzerland,CHE
1850,2022-04-03,1.0,Switzerland,CHE
1851,2022-04-04,1.0,Switzerland,CHE
1852,2022-04-07,2.0,Switzerland,CHE
1853,2022-04-08,1.0,Switzerland,CHE
1854,2022-04-19,1.0,Switzerland,CHE
1855,2022-04-20,1.0,Switzerland,CHE
1856,2022-04-23,1.0,Switzerland,CHE
1857,2022-05-02,1.0,Switzerland,CHE
1858,2022-05-10,1.0,Switzerland,CHE
1859,2022-05-11,1.0,Switzerland,CHE
1860,2022-05-16,1.0,Switzerland,CHE
1861,2022-05-24,1.0,Switzerland,CHE
1862,2022-05-30,1.0,Switzerland,CHE
1863,2022-06-04,1.0,Switzerland,CHE
1864,2022-06-07,1.0,Switzerland,CHE
1865,2022-06-19,1.0,Switzerland,CHE
1866,2022-06-29,1.0,Switzerland,CHE
1867,2022-07-01,1.0,Switzerland,CHE
1868,2022-07-04,3.0,Switzerland,CHE
1869,2022-07-09,1.0,Switzerland,CHE
1870,2022-07-11,1.0,Switzerland,CHE
1871,2022-07-12,1.0,Switzerland,CHE
1872,2022-07-18,1.0,Switzerland,CHE
1873,2022-07-24,1.0,Switzerland,CHE
1874,2022-07-28,1.0,Switzerland,CHE
1875,2022-07-31,1.0,Switzerland,CHE
1876,2022-08-01,2.0,Switzerland,CHE
1877,2022-08-04,1.0,Switzerland,CHE
1878,2022-08-10,2.0,Switzerland,CHE
1879,2022-08-12,2.0,Switzerland,CHE
1880,2022-08-15,1.0,Switzerland,CHE
1881,2022-08-16,1.0,Switzerland,CHE
1882,2022-08-18,3.0,Switzerland,CHE
1883,2022-08-19,1.0,Switzerland,CHE
1884,2022-08-21,2.0,Switzerland,CHE
1885,2022-08-23,1.0,Switzerland,CHE
1886,2022-08-25,1.0,Switzerland,CHE
1887,2022-08-27,1.0,Switzerland,CHE
1888,2022-08-28,1.0,Switzerland,CHE
1889,2022-09-01,2.0,Switzerland,CHE
1890,2022-09-04,1.0,Switzerland,CHE
1891,2022-09-05,1.0,Switzerland,CHE
1892,2022-09-18,1.0,Switzerland,CHE
1893,2022-09-19,1.0,Switzerland,CHE
1894,2022-09-26,1.0,Switzerland,CHE
1895,2022-09-28,1.0,Switzerland,CHE
1896,2022-10-02,1.0,Switzerland,CHE
1897,2022-10-05,1.0,Switzerland,CHE
1898,2022-10-06,1.0,Switzerland,CHE
1899,2022-10-07,1.0,Switzerland,CHE
1900,2022-10-10,1.0,Switzerland,CHE
1901,2022-10-12,1.0,Switzerland,CHE
1902,2022-10-15,2.0,Switzerland,CHE
1903,2022-10-19,1.0,Switzerland,CHE
1904,2022-10-20,1.0,Switzerland,CHE
1905,2022-01-05,1.0,Ivory Coast,CIV
1906,2022-01-08,1.0,Ivory Coast,CIV
1907,2022-01-31,1.0,Ivory Coast,CIV
1908,2022-02-03,1.0,Ivory Coast,CIV
1909,2022-02-07,1.0,Ivory Coast,CIV
1910,2022-02-24,1.0,Ivory Coast,CIV
1911,2022-03-22,1.0,Ivory Coast,CIV
1912,2022-04-10,1.0,Ivory Coast,CIV
1913,2022-04-21,1.0,Ivory Coast,CIV
1914,2022-04-27,1.0,Ivory Coast,CIV
1915,2022-05-05,1.0,Ivory Coast,CIV
1916,2022-05-08,1.0,Ivory Coast,CIV
1917,2022-05-11,1.0,Ivory Coast,CIV
1918,2022-05-13,1.0,Ivory Coast,CIV
1919,2022-05-19,1.0,Ivory Coast,CIV
1920,2022-05-27,1.0,Ivory Coast,CIV
1921,2022-06-13,1.0,Ivory Coast,CIV
1922,2022-06-20,1.0,Ivory Coast,CIV
1923,2022-06-30,1.0,Ivory Coast,CIV
1924,2022-07-02,1.0,Ivory Coast,CIV
1925,2022-07-04,1.0,Ivory Coast,CIV
1926,2022-07-06,1.0,Ivory Coast,CIV
1927,2022-07-12,1.0,Ivory Coast,CIV
1928,2022-07-14,1.0,Ivory Coast,CIV
1929,2022-07-15,1.0,Ivory Coast,CIV
1930,2022-08-17,1.0,Ivory Coast,CIV
1931,2022-08-25,1.0,Ivory Coast,CIV
1932,2022-08-31,1.0,Ivory Coast,CIV
1933,2022-09-22,1.0,Ivory Coast,CIV
1934,2022-01-31,2.0,Chile,CHL
1935,2022-02-02,1.0,Chile,CHL
1936,2022-02-03,1.0,Chile,CHL
1937,2022-02-06,1.0,Chile,CHL
1938,2022-02-08,1.0,Chile,CHL
1939,2022-02-13,1.0,Chile,CHL
1940,2022-02-16,1.0,Chile,CHL
1941,2022-02-18,1.0,Chile,CHL
1942,2022-02-20,1.0,Chile,CHL
1943,2022-03-10,1.0,Chile,CHL
1944,2022-03-11,1.0,Chile,CHL
1945,2022-03-17,1.0,Chile,CHL
1946,2022-03-27,1.0,Chile,CHL
1947,2022-03-28,1.0,Chile,CHL
1948,2022-04-02,1.0,Chile,CHL
1949,2022-04-08,1.0,Chile,CHL
1950,2022-04-12,1.0,Chile,CHL
1951,2022-04-21,1.0,Chile,CHL
1952,2022-05-04,1.0,Chile,CHL
1953,2022-05-11,1.0,Chile,CHL
1954,2022-05-23,2.0,Chile,CHL
1955,2022-05-27,1.0,Chile,CHL
1956,2022-06-14,1.0,Chile,CHL
1957,2022-06-16,1.0,Chile,CHL
1958,2022-06-19,1.0,Chile,CHL
1959,2022-06-21,1.0,Chile,CHL
1960,2022-06-22,1.0,Chile,CHL
1961,2022-06-30,1.0,Chile,CHL
1962,2022-07-13,1.0,Chile,CHL
1963,2022-07-18,1.0,Chile,CHL
1964,2022-07-19,1.0,Chile,CHL
1965,2022-07-21,1.0,Chile,CHL
1966,2022-07-26,1.0,Chile,CHL
1967,2022-07-30,1.0,Chile,CHL
1968,2022-08-01,1.0,Chile,CHL
1969,2022-08-12,1.0,Chile,CHL
1970,2022-08-15,2.0,Chile,CHL
1971,2022-08-18,1.0,Chile,CHL
1972,2022-08-22,1.0,Chile,CHL
1973,2022-08-23,2.0,Chile,CHL
1974,2022-08-26,3.0,Chile,CHL
1975,2022-08-30,1.0,Chile,CHL
1976,2022-08-31,1.0,Chile,CHL
1977,2022-09-05,1.0,Chile,CHL
1978,2022-09-07,1.0,Chile,CHL
1979,2022-09-09,1.0,Chile,CHL
1980,2022-09-25,1.0,Chile,CHL
1981,2022-10-17,1.0,Chile,CHL
1982,2022-10-20,1.0,Chile,CHL
1983,2022-01-01,1.0,Cameroon,CMR
1984,2022-01-02,1.0,Cameroon,CMR
1985,2022-01-25,1.0,Cameroon,CMR
1986,2022-02-01,1.0,Cameroon,CMR
1987,2022-02-02,1.0,Cameroon,CMR
1988,2022-02-03,1.0,Cameroon,CMR
1989,2022-02-07,1.0,Cameroon,CMR
1990,2022-02-09,1.0,Cameroon,CMR
1991,2022-03-08,1.0,Cameroon,CMR
1992,2022-03-10,1.0,Cameroon,CMR
1993,2022-04-02,1.0,Cameroon,CMR
1994,2022-04-29,1.0,Cameroon,CMR
1995,2022-05-10,1.0,Cameroon,CMR
1996,2022-05-13,1.0,Cameroon,CMR
1997,2022-05-16,1.0,Cameroon,CMR
1998,2022-06-14,2.0,Cameroon,CMR
1999,2022-06-15,1.0,Cameroon,CMR
2000,2022-06-30,1.0,Cameroon,CMR
2001,2022-07-11,2.0,Cameroon,CMR
2002,2022-07-12,1.0,Cameroon,CMR
2003,2022-07-22,1.0,Cameroon,CMR
2004,2022-07-26,1.0,Cameroon,CMR
2005,2022-08-01,1.0,Cameroon,CMR
2006,2022-08-03,1.0,Cameroon,CMR
2007,2022-08-04,1.0,Cameroon,CMR
2008,2022-08-07,1.0,Cameroon,CMR
2009,2022-08-09,1.0,Cameroon,CMR
2010,2022-08-10,6.0,Cameroon,CMR
2011,2022-08-14,2.0,Cameroon,CMR
2012,2022-08-16,1.0,Cameroon,CMR
2013,2022-08-18,2.0,Cameroon,CMR
2014,2022-08-27,1.0,Cameroon,CMR
2015,2022-08-28,1.0,Cameroon,CMR
2016,2022-09-03,1.0,Cameroon,CMR
2017,2022-09-25,1.0,Cameroon,CMR
2018,2022-10-04,1.0,Cameroon,CMR
2019,2022-10-20,1.0,Cameroon,CMR
2020,2022-01-01,1.0,China,CHN
2021,2022-01-02,1.0,China,CHN
2022,2022-01-03,1.0,China,CHN
2023,2022-01-06,1.0,China,CHN
2024,2022-01-17,1.0,China,CHN
2025,2022-01-23,1.0,China,CHN
2026,2022-01-28,1.0,China,CHN
2027,2022-02-10,1.0,China,CHN
2028,2022-02-17,1.0,China,CHN
2029,2022-02-21,1.0,China,CHN
2030,2022-02-22,1.0,China,CHN
2031,2022-02-24,1.0,China,CHN
2032,2022-02-26,1.0,China,CHN
2033,2022-02-28,2.0,China,CHN
2034,2022-03-02,1.0,China,CHN
2035,2022-03-03,1.0,China,CHN
2036,2022-03-05,1.0,China,CHN
2037,2022-03-11,1.0,China,CHN
2038,2022-03-12,1.0,China,CHN
2039,2022-03-15,1.0,China,CHN
2040,2022-03-20,1.0,China,CHN
2041,2022-03-21,1.0,China,CHN
2042,2022-03-23,1.0,China,CHN
2043,2022-03-24,1.0,China,CHN
2044,2022-03-30,1.0,China,CHN
2045,2022-04-01,1.0,China,CHN
2046,2022-04-11,1.0,China,CHN
2047,2022-04-13,2.0,China,CHN
2048,2022-04-14,1.0,China,CHN
2049,2022-04-22,1.0,China,CHN
2050,2022-04-26,1.0,China,CHN
2051,2022-04-27,1.0,China,CHN
2052,2022-04-28,1.0,China,CHN
2053,2022-05-02,1.0,China,CHN
2054,2022-05-19,1.0,China,CHN
2055,2022-05-20,1.0,China,CHN
2056,2022-06-02,1.0,China,CHN
2057,2022-06-05,1.0,China,CHN
2058,2022-06-06,1.0,China,CHN
2059,2022-06-10,1.0,China,CHN
2060,2022-06-20,1.0,China,CHN
2061,2022-06-28,1.0,China,CHN
2062,2022-07-04,1.0,China,CHN
2063,2022-07-11,2.0,China,CHN
2064,2022-07-19,1.0,China,CHN
2065,2022-07-26,1.0,China,CHN
2066,2022-08-12,1.0,China,CHN
2067,2022-08-13,1.0,China,CHN
2068,2022-08-15,1.0,China,CHN
2069,2022-08-16,1.0,China,CHN
2070,2022-08-18,1.0,China,CHN
2071,2022-08-19,1.0,China,CHN
2072,2022-08-25,1.0,China,CHN
2073,2022-09-08,1.0,China,CHN
2074,2022-09-12,1.0,China,CHN
2075,2022-09-14,1.0,China,CHN
2076,2022-09-21,1.0,China,CHN
2077,2022-09-23,1.0,China,CHN
2078,2022-10-01,1.0,China,CHN
2079,2022-10-03,1.0,China,CHN
2080,2022-10-12,1.0,China,CHN
2081,2022-10-16,1.0,China,CHN
2082,2022-10-20,1.0,China,CHN
2083,2022-01-01,2.0,Colombia,COL
2084,2022-01-02,1.0,Colombia,COL
2085,2022-01-04,1.0,Colombia,COL
2086,2022-01-06,2.0,Colombia,COL
2087,2022-01-10,1.0,Colombia,COL
2088,2022-01-12,1.0,Colombia,COL
2089,2022-01-24,1.0,Colombia,COL
2090,2022-01-28,1.0,Colombia,COL
2091,2022-01-29,1.0,Colombia,COL
2092,2022-01-31,3.0,Colombia,COL
2093,2022-02-03,2.0,Colombia,COL
2094,2022-02-09,1.0,Colombia,COL
2095,2022-02-10,1.0,Colombia,COL
2096,2022-02-13,1.0,Colombia,COL
2097,2022-02-14,1.0,Colombia,COL
2098,2022-02-18,1.0,Colombia,COL
2099,2022-02-20,2.0,Colombia,COL
2100,2022-02-21,1.0,Colombia,COL
2101,2022-02-22,4.0,Colombia,COL
2102,2022-02-23,1.0,Colombia,COL
2103,2022-02-24,2.0,Colombia,COL
2104,2022-02-28,2.0,Colombia,COL
2105,2022-03-03,2.0,Colombia,COL
2106,2022-03-04,1.0,Colombia,COL
2107,2022-03-06,1.0,Colombia,COL
2108,2022-03-07,1.0,Colombia,COL
2109,2022-03-09,1.0,Colombia,COL
2110,2022-03-10,1.0,Colombia,COL
2111,2022-03-12,1.0,Colombia,COL
2112,2022-03-15,1.0,Colombia,COL
2113,2022-03-16,1.0,Colombia,COL
2114,2022-03-17,2.0,Colombia,COL
2115,2022-03-18,1.0,Colombia,COL
2116,2022-03-20,1.0,Colombia,COL
2117,2022-03-23,1.0,Colombia,COL
2118,2022-03-30,1.0,Colombia,COL
2119,2022-04-03,1.0,Colombia,COL
2120,2022-04-04,1.0,Colombia,COL
2121,2022-04-05,1.0,Colombia,COL
2122,2022-04-07,1.0,Colombia,COL
2123,2022-04-10,1.0,Colombia,COL
2124,2022-04-11,4.0,Colombia,COL
2125,2022-04-12,1.0,Colombia,COL
2126,2022-04-13,2.0,Colombia,COL
2127,2022-04-21,1.0,Colombia,COL
2128,2022-04-23,1.0,Colombia,COL
2129,2022-04-27,2.0,Colombia,COL
2130,2022-04-28,1.0,Colombia,COL
2131,2022-04-29,1.0,Colombia,COL
2132,2022-05-11,1.0,Colombia,COL
2133,2022-05-12,1.0,Colombia,COL
2134,2022-05-15,1.0,Colombia,COL
2135,2022-05-17,2.0,Colombia,COL
2136,2022-05-22,1.0,Colombia,COL
2137,2022-05-26,1.0,Colombia,COL
2138,2022-05-29,1.0,Colombia,COL
2139,2022-06-01,1.0,Colombia,COL
2140,2022-06-03,1.0,Colombia,COL
2141,2022-06-06,1.0,Colombia,COL
2142,2022-06-10,1.0,Colombia,COL
2143,2022-06-15,1.0,Colombia,COL
2144,2022-06-16,1.0,Colombia,COL
2145,2022-06-17,3.0,Colombia,COL
2146,2022-06-19,1.0,Colombia,COL
2147,2022-06-20,1.0,Colombia,COL
2148,2022-06-23,1.0,Colombia,COL
2149,2022-06-26,1.0,Colombia,COL
2150,2022-06-27,1.0,Colombia,COL
2151,2022-06-29,2.0,Colombia,COL
2152,2022-06-30,1.0,Colombia,COL
2153,2022-07-04,1.0,Colombia,COL
2154,2022-07-05,1.0,Colombia,COL
2155,2022-07-12,1.0,Colombia,COL
2156,2022-07-17,1.0,Colombia,COL
2157,2022-07-19,2.0,Colombia,COL
2158,2022-07-20,1.0,Colombia,COL
2159,2022-07-22,3.0,Colombia,COL
2160,2022-07-24,2.0,Colombia,COL
2161,2022-07-25,1.0,Colombia,COL
2162,2022-07-26,2.0,Colombia,COL
2163,2022-07-27,1.0,Colombia,COL
2164,2022-07-28,1.0,Colombia,COL
2165,2022-08-01,1.0,Colombia,COL
2166,2022-08-02,3.0,Colombia,COL
2167,2022-08-06,2.0,Colombia,COL
2168,2022-08-07,1.0,Colombia,COL
2169,2022-08-08,2.0,Colombia,COL
2170,2022-08-09,1.0,Colombia,COL
2171,2022-08-11,2.0,Colombia,COL
2172,2022-08-13,1.0,Colombia,COL
2173,2022-08-14,1.0,Colombia,COL
2174,2022-08-15,1.0,Colombia,COL
2175,2022-08-16,1.0,Colombia,COL
2176,2022-08-17,1.0,Colombia,COL
2177,2022-08-21,1.0,Colombia,COL
2178,2022-08-22,1.0,Colombia,COL
2179,2022-08-23,2.0,Colombia,COL
2180,2022-08-27,1.0,Colombia,COL
2181,2022-09-01,1.0,Colombia,COL
2182,2022-09-06,1.0,Colombia,COL
2183,2022-09-09,1.0,Colombia,COL
2184,2022-09-13,1.0,Colombia,COL
2185,2022-09-27,1.0,Colombia,COL
2186,2022-09-28,2.0,Colombia,COL
2187,2022-09-30,1.0,Colombia,COL
2188,2022-10-01,2.0,Colombia,COL
2189,2022-10-02,2.0,Colombia,COL
2190,2022-10-03,1.0,Colombia,COL
2191,2022-10-04,1.0,Colombia,COL
2192,2022-10-05,2.0,Colombia,COL
2193,2022-10-06,1.0,Colombia,COL
2194,2022-10-07,1.0,Colombia,COL
2195,2022-10-08,1.0,Colombia,COL
2196,2022-10-10,1.0,Colombia,COL
2197,2022-10-15,1.0,Colombia,COL
2198,2022-10-16,1.0,Colombia,COL
2199,2022-10-17,1.0,Colombia,COL
2200,2022-10-18,1.0,Colombia,COL
2201,2022-10-19,1.0,Colombia,COL
2202,2022-10-20,1.0,Colombia,COL
2203,2022-01-03,1.0,Costa Rica,CRI
2204,2022-01-06,1.0,Costa Rica,CRI
2205,2022-01-31,1.0,Costa Rica,CRI
2206,2022-02-11,1.0,Costa Rica,CRI
2207,2022-02-22,1.0,Costa Rica,CRI
2208,2022-03-18,1.0,Costa Rica,CRI
2209,2022-04-13,1.0,Costa Rica,CRI
2210,2022-04-16,1.0,Costa Rica,CRI
2211,2022-04-26,1.0,Costa Rica,CRI
2212,2022-05-23,1.0,Costa Rica,CRI
2213,2022-05-31,1.0,Costa Rica,CRI
2214,2022-06-10,1.0,Costa Rica,CRI
2215,2022-06-16,1.0,Costa Rica,CRI
2216,2022-06-28,1.0,Costa Rica,CRI
2217,2022-07-19,1.0,Costa Rica,CRI
2218,2022-07-21,1.0,Costa Rica,CRI
2219,2022-08-15,1.0,Costa Rica,CRI
2220,2022-08-29,1.0,Costa Rica,CRI
2221,2022-09-11,1.0,Costa Rica,CRI
2222,2022-09-26,1.0,Costa Rica,CRI
2223,2022-01-04,1.0,Cyprus,CYP
2224,2022-01-14,1.0,Cyprus,CYP
2225,2022-01-24,1.0,Cyprus,CYP
2226,2022-01-26,2.0,Cyprus,CYP
2227,2022-03-02,1.0,Cyprus,CYP
2228,2022-03-07,1.0,Cyprus,CYP
2229,2022-03-13,1.0,Cyprus,CYP
2230,2022-03-31,1.0,Cyprus,CYP
2231,2022-04-04,1.0,Cyprus,CYP
2232,2022-05-10,1.0,Cyprus,CYP
2233,2022-05-13,1.0,Cyprus,CYP
2234,2022-06-01,1.0,Cyprus,CYP
2235,2022-06-16,1.0,Cyprus,CYP
2236,2022-06-17,1.0,Cyprus,CYP
2237,2022-07-10,1.0,Cyprus,CYP
2238,2022-07-20,1.0,Cyprus,CYP
2239,2022-08-05,1.0,Cyprus,CYP
2240,2022-09-18,1.0,Cyprus,CYP
2241,2022-10-07,1.0,Cyprus,CYP
2242,2022-10-10,1.0,Cyprus,CYP
2243,2022-01-23,1.0,Czech Republic,CZE
2244,2022-02-07,1.0,Czech Republic,CZE
2245,2022-02-08,1.0,Czech Republic,CZE
2246,2022-02-16,1.0,Czech Republic,CZE
2247,2022-02-20,1.0,Czech Republic,CZE
2248,2022-02-25,1.0,Czech Republic,CZE
2249,2022-03-02,1.0,Czech Republic,CZE
2250,2022-03-09,2.0,Czech Republic,CZE
2251,2022-03-10,1.0,Czech Republic,CZE
2252,2022-03-20,1.0,Czech Republic,CZE
2253,2022-04-13,2.0,Czech Republic,CZE
2254,2022-04-15,1.0,Czech Republic,CZE
2255,2022-04-19,1.0,Czech Republic,CZE
2256,2022-04-20,1.0,Czech Republic,CZE
2257,2022-05-04,2.0,Czech Republic,CZE
2258,2022-05-06,1.0,Czech Republic,CZE
2259,2022-05-12,1.0,Czech Republic,CZE
2260,2022-05-13,1.0,Czech Republic,CZE
2261,2022-05-20,1.0,Czech Republic,CZE
2262,2022-05-28,1.0,Czech Republic,CZE
2263,2022-05-29,1.0,Czech Republic,CZE
2264,2022-05-30,1.0,Czech Republic,CZE
2265,2022-06-06,1.0,Czech Republic,CZE
2266,2022-06-07,1.0,Czech Republic,CZE
2267,2022-06-13,1.0,Czech Republic,CZE
2268,2022-07-07,1.0,Czech Republic,CZE
2269,2022-07-27,1.0,Czech Republic,CZE
2270,2022-08-01,1.0,Czech Republic,CZE
2271,2022-08-15,1.0,Czech Republic,CZE
2272,2022-08-28,1.0,Czech Republic,CZE
2273,2022-09-05,1.0,Czech Republic,CZE
2274,2022-09-23,1.0,Czech Republic,CZE
2275,2022-09-29,1.0,Czech Republic,CZE
2276,2022-09-30,1.0,Czech Republic,CZE
2277,2022-10-01,1.0,Czech Republic,CZE
2278,2022-01-01,1.0,Germany,DEU
2279,2022-01-02,5.0,Germany,DEU
2280,2022-01-05,1.0,Germany,DEU
2281,2022-01-06,3.0,Germany,DEU
2282,2022-01-07,3.0,Germany,DEU
2283,2022-01-08,3.0,Germany,DEU
2284,2022-01-09,1.0,Germany,DEU
2285,2022-01-10,1.0,Germany,DEU
2286,2022-01-11,7.0,Germany,DEU
2287,2022-01-12,2.0,Germany,DEU
2288,2022-01-13,2.0,Germany,DEU
2289,2022-01-14,2.0,Germany,DEU
2290,2022-01-15,1.0,Germany,DEU
2291,2022-01-16,2.0,Germany,DEU
2292,2022-01-17,1.0,Germany,DEU
2293,2022-01-18,1.0,Germany,DEU
2294,2022-01-21,3.0,Germany,DEU
2295,2022-01-22,1.0,Germany,DEU
2296,2022-01-23,5.0,Germany,DEU
2297,2022-01-24,4.0,Germany,DEU
2298,2022-01-25,3.0,Germany,DEU
2299,2022-01-26,4.0,Germany,DEU
2300,2022-01-27,2.0,Germany,DEU
2301,2022-01-28,1.0,Germany,DEU
2302,2022-01-29,1.0,Germany,DEU
2303,2022-01-31,2.0,Germany,DEU
2304,2022-02-01,1.0,Germany,DEU
2305,2022-02-02,4.0,Germany,DEU
2306,2022-02-03,1.0,Germany,DEU
2307,2022-02-04,2.0,Germany,DEU
2308,2022-02-05,2.0,Germany,DEU
2309,2022-02-06,1.0,Germany,DEU
2310,2022-02-07,1.0,Germany,DEU
2311,2022-02-08,2.0,Germany,DEU
2312,2022-02-09,1.0,Germany,DEU
2313,2022-02-11,1.0,Germany,DEU
2314,2022-02-12,1.0,Germany,DEU
2315,2022-02-13,2.0,Germany,DEU
2316,2022-02-14,2.0,Germany,DEU
2317,2022-02-15,1.0,Germany,DEU
2318,2022-02-16,2.0,Germany,DEU
2319,2022-02-17,2.0,Germany,DEU
2320,2022-02-18,1.0,Germany,DEU
2321,2022-02-19,4.0,Germany,DEU
2322,2022-02-20,2.0,Germany,DEU
2323,2022-02-21,3.0,Germany,DEU
2324,2022-02-22,5.0,Germany,DEU
2325,2022-02-23,7.0,Germany,DEU
2326,2022-02-24,6.0,Germany,DEU
2327,2022-02-25,2.0,Germany,DEU
2328,2022-02-26,2.0,Germany,DEU
2329,2022-02-27,4.0,Germany,DEU
2330,2022-02-28,5.0,Germany,DEU
2331,2022-03-01,5.0,Germany,DEU
2332,2022-03-02,5.0,Germany,DEU
2333,2022-03-03,6.0,Germany,DEU
2334,2022-03-04,4.0,Germany,DEU
2335,2022-03-05,3.0,Germany,DEU
2336,2022-03-06,6.0,Germany,DEU
2337,2022-03-07,3.0,Germany,DEU
2338,2022-03-08,2.0,Germany,DEU
2339,2022-03-09,6.0,Germany,DEU
2340,2022-03-11,1.0,Germany,DEU
2341,2022-03-12,4.0,Germany,DEU
2342,2022-03-13,3.0,Germany,DEU
2343,2022-03-14,3.0,Germany,DEU
2344,2022-03-15,9.0,Germany,DEU
2345,2022-03-16,6.0,Germany,DEU
2346,2022-03-17,2.0,Germany,DEU
2347,2022-03-18,3.0,Germany,DEU
2348,2022-03-19,5.0,Germany,DEU
2349,2022-03-20,1.0,Germany,DEU
2350,2022-03-21,4.0,Germany,DEU
2351,2022-03-22,2.0,Germany,DEU
2352,2022-03-23,2.0,Germany,DEU
2353,2022-03-25,2.0,Germany,DEU
2354,2022-03-26,4.0,Germany,DEU
2355,2022-03-27,3.0,Germany,DEU
2356,2022-03-28,1.0,Germany,DEU
2357,2022-03-29,2.0,Germany,DEU
2358,2022-03-30,4.0,Germany,DEU
2359,2022-03-31,3.0,Germany,DEU
2360,2022-04-01,2.0,Germany,DEU
2361,2022-04-02,4.0,Germany,DEU
2362,2022-04-03,4.0,Germany,DEU
2363,2022-04-04,4.0,Germany,DEU
2364,2022-04-05,3.0,Germany,DEU
2365,2022-04-06,2.0,Germany,DEU
2366,2022-04-07,4.0,Germany,DEU
2367,2022-04-08,1.0,Germany,DEU
2368,2022-04-09,3.0,Germany,DEU
2369,2022-04-10,2.0,Germany,DEU
2370,2022-04-11,2.0,Germany,DEU
2371,2022-04-12,2.0,Germany,DEU
2372,2022-04-13,3.0,Germany,DEU
2373,2022-04-14,2.0,Germany,DEU
2374,2022-04-16,1.0,Germany,DEU
2375,2022-04-17,3.0,Germany,DEU
2376,2022-04-18,4.0,Germany,DEU
2377,2022-04-19,5.0,Germany,DEU
2378,2022-04-20,1.0,Germany,DEU
2379,2022-04-21,4.0,Germany,DEU
2380,2022-04-22,1.0,Germany,DEU
2381,2022-04-23,1.0,Germany,DEU
2382,2022-04-24,2.0,Germany,DEU
2383,2022-04-25,4.0,Germany,DEU
2384,2022-04-26,2.0,Germany,DEU
2385,2022-04-27,3.0,Germany,DEU
2386,2022-04-29,4.0,Germany,DEU
2387,2022-04-30,3.0,Germany,DEU
2388,2022-05-01,3.0,Germany,DEU
2389,2022-05-03,1.0,Germany,DEU
2390,2022-05-04,1.0,Germany,DEU
2391,2022-05-05,1.0,Germany,DEU
2392,2022-05-06,4.0,Germany,DEU
2393,2022-05-07,3.0,Germany,DEU
